"","term","gene"
"380","LEUKEMIA, ACUTE MYELOID","1788"
"381","LEUKEMIA, ACUTE MYELOID","3815"
"382","LEUKEMIA, ACUTE MYELOID","2322"
"383","LEUKEMIA, ACUTE MYELOID","4869"
"384","LEUKEMIA, ACUTE MYELOID","8301"
"385","LEUKEMIA, ACUTE MYELOID","3845"
"386","LEUKEMIA, ACUTE MYELOID","2120"
"387","LEUKEMIA, ACUTE MYELOID","8021"
"388","LEUKEMIA, ACUTE MYELOID","6455"
"389","LEUKEMIA, ACUTE MYELOID","64324"
"390","THROMBOCYTHEMIA 3","3717"
"391","HYPERTROPHIC NEUROPATHY OF DEJERINE-SOTTAS","1959"
"392","HYPERTROPHIC NEUROPATHY OF DEJERINE-SOTTAS","5376"
"393","HYPERTROPHIC NEUROPATHY OF DEJERINE-SOTTAS","57716"
"394","HYPERTROPHIC NEUROPATHY OF DEJERINE-SOTTAS","4359"
"395","NEUROPATHY, CONGENITAL HYPOMYELINATING OR AMYELINATING, AUTOSOMALRECESSIVE","1959"
"396","NEUROPATHY, CONGENITAL HYPOMYELINATING OR AMYELINATING, AUTOSOMALRECESSIVE","4359"
"397","CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1D","1959"
"398","THROMBOCYTHEMIA 1","811"
"399","THROMBOCYTHEMIA 1","10019"
"400","THROMBOCYTHEMIA 1","7066"
"401","POLYDACTYLY, POSTAXIAL, TYPE A6","7700"
"402","CATARACT 41","7466"
"403","DIABETES MELLITUS, NONINSULIN-DEPENDENT","7466"
"404","DIABETES MELLITUS, NONINSULIN-DEPENDENT","169026"
"405","DIABETES MELLITUS, NONINSULIN-DEPENDENT","8660"
"406","DIABETES MELLITUS, NONINSULIN-DEPENDENT","6928"
"407","DIABETES MELLITUS, NONINSULIN-DEPENDENT","4544"
"408","DIABETES MELLITUS, NONINSULIN-DEPENDENT","5468"
"409","DIABETES MELLITUS, NONINSULIN-DEPENDENT","6514"
"410","DIABETES MELLITUS, NONINSULIN-DEPENDENT","2645"
"411","DIABETES MELLITUS, NONINSULIN-DEPENDENT","6934"
"412","DIABETES MELLITUS, NONINSULIN-DEPENDENT","3172"
"413","DIABETES MELLITUS, NONINSULIN-DEPENDENT","56729"
"414","DIABETES MELLITUS, NONINSULIN-DEPENDENT","5506"
"415","DIABETES MELLITUS, NONINSULIN-DEPENDENT","6833"
"416","DIABETES MELLITUS, NONINSULIN-DEPENDENT","5770"
"417","DIABETES MELLITUS, NONINSULIN-DEPENDENT","3159"
"418","DIABETES MELLITUS, NONINSULIN-DEPENDENT","4760"
"419","DIABETES MELLITUS, NONINSULIN-DEPENDENT","3767"
"420","DIABETES MELLITUS, NONINSULIN-DEPENDENT","3651"
"421","DIABETES MELLITUS, NONINSULIN-DEPENDENT","54901"
"422","DIABETES MELLITUS, NONINSULIN-DEPENDENT","208"
"423","DIABETES MELLITUS, NONINSULIN-DEPENDENT","5167"
"424","DIABETES MELLITUS, NONINSULIN-DEPENDENT","10644"
"425","DIABETES MELLITUS, NONINSULIN-DEPENDENT","3667"
"426","DIABETES MELLITUS, NONINSULIN-DEPENDENT","5078"
"427","DIABETES MELLITUS, NONINSULIN-DEPENDENT","3990"
"428","DIABETES MELLITUS, NONINSULIN-DEPENDENT","2642"
"429","DIABETES MELLITUS, NONINSULIN-DEPENDENT","9479"
"430","DIABETES MELLITUS, NONINSULIN-DEPENDENT","2820"
"431","DIABETES MELLITUS, NONINSULIN-DEPENDENT","6927"
"432","WOLFRAM SYNDROME 1","7466"
"433","DEAFNESS, AUTOSOMAL DOMINANT 6","7466"
"434","WOLFRAM-LIKE SYNDROME, AUTOSOMAL DOMINANT","7466"
"435","THYROID DYSHORMONOGENESIS 2A","7173"
"436","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 57","79143"
"437","MALARIA, MILD, SUSCEPTIBILITY TO","259197"
"438","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 49","84706"
"439","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 51","4191"
"440","OVARIAN DYSGENESIS 3","29893"
"441","RENAL CELL CARCINOMA, NONPAPILLARY","4968"
"442","RENAL CELL CARCINOMA, NONPAPILLARY","6928"
"443","RENAL CELL CARCINOMA, NONPAPILLARY","201163"
"444","RENAL CELL CARCINOMA, NONPAPILLARY","7428"
"445","RENAL CELL CARCINOMA, NONPAPILLARY","11236"
"446","RENAL CELL CARCINOMA, NONPAPILLARY","84925"
"447","RENAL CELL CARCINOMA, NONPAPILLARY","6927"
"448","ARGININOSUCCINIC ACIDURIA","435"
"449","DYSTONIA 11, MYOCLONIC","8910"
"450","DYSTONIA 11, MYOCLONIC","1813"
"451","PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER)","5828"
"452","PEROXISOME BIOGENESIS DISORDER 5B","5828"
"453","GLYCOGEN STORAGE DISEASE Ib","2542"
"454","GLYCOGEN STORAGE DISEASE Ic","2542"
"455","SEVERE CUTANEOUS ADVERSE REACTION, SUSCEPTIBILITY TOTOXIC EPIDERMAL NECROLYSIS, SUSCEPTIBILITY TO, INCLUDED","3105"
"456","SEVERE CUTANEOUS ADVERSE REACTION, SUSCEPTIBILITY TOTOXIC EPIDERMAL NECROLYSIS, SUSCEPTIBILITY TO, INCLUDED","3106"
"457","HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 6","7067"
"458","HYPOTRICHOSIS 6","147409"
"459","AYME-GRIPP SYNDROME","4094"
"460","CATARACT 21, MULTIPLE TYPES","4094"
"461","MITOCHONDRIAL COMPLEX I DEFICIENCY DUE TO ACAD9 DEFICIENCY","28976"
"462","NEUROPATHY, HEREDITARY SENSORY, TYPE IF","25923"
"463","HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 2","6578"
"464","HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 2","80111"
"465","INTERVERTEBRAL DISC DISEASE","54829"
"466","INTERVERTEBRAL DISC DISEASE","8483"
"467","INTERVERTEBRAL DISC DISEASE","7058"
"468","INTERVERTEBRAL DISC DISEASE","1299"
"469","INTERVERTEBRAL DISC DISEASE","1298"
"470","INTERVERTEBRAL DISC DISEASE","1301"
"471","OSTEOARTHRITIS SUSCEPTIBILITY 3","54829"
"472","HYPEREKPLEXIA 2","2743"
"473","PALMOPLANTAR KERATODERMA I, STRIATE, FOCAL, OR DIFFUSE","1828"
"474","ERYTHRODERMA, CONGENITAL, WITH PALMOPLANTAR KERATODERMA,HYPOTRICHOSIS, AND HYPER-IgE","1828"
"475","ATAXIA-TELANGIECTASIA-LIKE DISORDER 1","4361"
"476","LEUKODYSTROPHY, HYPOMYELINATING, 16","54664"
"477","MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 2","54902"
"478","OPITZ GBBB SYNDROME, TYPE II","23384"
"479","FACIAL CLEFTING, OBLIQUE, 1","23384"
"480","DEAFNESS, AUTOSOMAL DOMINANT 5","1687"
"481","SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 1","3508"
"482","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2S","3508"
"483","SUCCINYL-CoA:3-OXOACID-CoA TRANSFERASE DEFICIENCY","5019"
"484","MYOPATHY, TUBULAR AGGREGATE, 1","6786"
"485","STORMORKEN SYNDROME","6786"
"486","IMMUNODEFICIENCY 10","6786"
"487","MENTAL RETARDATION, AUTOSOMAL DOMINANT 18","57459"
"488","ENCEPHALOPATHY, NEONATAL SEVERE, WITH LACTIC ACIDOSIS AND BRAINABNORMALITIES","387787"
"489","LISSENCEPHALY 7 WITH CEREBELLAR HYPOPLASIA","1020"
"490","PONTOCEREBELLAR HYPOPLASIA, TYPE 2C","79042"
"491","BETA-UREIDOPROPIONASE DEFICIENCY","51733"
"492","DYSKERATOSIS CONGENITA, X-LINKED","1736"
"493","HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO","3811"
"494","HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO","112268368"
"495","HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO","3107"
"496","HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO","6348"
"497","HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO","6349"
"498","HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO","414062"
"499","HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO","3577"
"500","HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO","30835"
"501","HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO","6387"
"502","HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO","1524"
"503","HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO","3566"
"504","HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO","3458"
"505","HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO","3586"
"506","HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO","6347"
"507","HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO","6356"
"508","HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO","7098"
"509","SALIVARY GLAND ADENOMA, PLEOMORPHIC","5324"
"510","SPASTIC PARAPLEGIA 20, AUTOSOMAL RECESSIVE","23111"
"511","SPLIT-FOOT MALFORMATION WITH MESOAXIAL POLYDACTYLY","51776"
"512","MYOPATHY, CENTRONUCLEAR, 6, WITH FIBER-TYPE DISPROPORTION","51776"
"513","AMYOTROPHIC LATERAL SCLEROSIS 9","283"
"514","STAPES ANKYLOSIS WITH BROAD THUMBS AND TOES","9241"
"515","SYMPHALANGISM, PROXIMAL, 1A","9241"
"516","MULTIPLE SYNOSTOSES SYNDROME 1","9241"
"517","TARSAL-CARPAL COALITION SYNDROME","9241"
"518","BRACHYDACTYLY, TYPE B2","9241"
"519","NEPHROTIC SYNDROME, TYPE 7","8526"
"520","MACROCEPHALY AND EPILEPTIC ENCEPHALOPATHY","5602"
"521","CATARACT 36","23424"
"522","POLYCYSTIC KIDNEY DISEASE 5","199221"
"523","ALBINISM, OCULAR, WITH SENSORINEURAL DEAFNESS","4286"
"524","ALBINISM, OCULAR, WITH SENSORINEURAL DEAFNESS","7299"
"525","TIETZ ALBINISM-DEAFNESS SYNDROME","4286"
"526","WAARDENBURG SYNDROME, TYPE 2A","4286"
"527","MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 8","4286"
"528","COLOBOMA, OSTEOPETROSIS, MICROPHTHALMIA, MACROCEPHALY, ALBINISM, ANDDEAFNESS","4286"
"529","IMMUNODEFICIENCY 28","3460"
"530","MYOCLONIC EPILEPSY OF UNVERRICHT AND LUNDBORG","1476"
"531","NEMALINE MYOPATHY 2","4703"
"532","ASTHMA, SUSCEPTIBILITY TO","3135"
"533","ASTHMA, SUSCEPTIBILITY TO","240"
"534","ASTHMA, SUSCEPTIBILITY TO","7124"
"535","ASTHMA, SUSCEPTIBILITY TO","4589"
"536","ASTHMA, SUSCEPTIBILITY TO","117156"
"537","ASTHMA, SUSCEPTIBILITY TO","7941"
"538","ASTHMA, SUSCEPTIBILITY TO","154"
"539","ASTHMA, SUSCEPTIBILITY TO","3176"
"540","ASTHMA, SUSCEPTIBILITY TO","6356"
"541","ASTHMA, SUSCEPTIBILITY TO","3596"
"542","ASTHMA, SUSCEPTIBILITY TO","51131"
"543","SARCOMA, SYNOVIAL","6757"
"544","SARCOMA, SYNOVIAL","6756"
"545","METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblD TYPE","27249"
"546","SPINAL MUSCULAR ATROPHY, TYPE I","6606"
"547","SPINAL MUSCULAR ATROPHY, TYPE I","6607"
"548","SPINAL MUSCULAR ATROPHY, TYPE III","6606"
"549","SPINAL MUSCULAR ATROPHY, TYPE III","6607"
"550","SPINAL MUSCULAR ATROPHY, TYPE II","6606"
"551","SPINAL MUSCULAR ATROPHY, TYPE II","6607"
"552","SPINAL MUSCULAR ATROPHY, TYPE IV","6606"
"553","SPINAL MUSCULAR ATROPHY, TYPE IV","6607"
"554","KOOLEN-DE VRIES SYNDROME","284058"
"555","VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 1","2677"
"556","PSEUDOXANTHOMA ELASTICUM-LIKE DISORDER WITH MULTIPLE COAGULATIONFACTOR DEFICIENCY","2677"
"557","AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA4","152816"
"558","AUTISM, SUSCEPTIBILITY TO, X-LINKED 5","6134"
"559","MENTAL RETARDATION, X-LINKED, SYNDROMIC, 35","6134"
"560","DIARRHEA 1, SECRETORY CHLORIDE, CONGENITAL","1811"
"561","DIHYDROPYRIMIDINASE DEFICIENCY","1807"
"562","MARSHALL-SMITH SYNDROME","4784"
"563","SOTOS SYNDROME 2","4784"
"564","HYPERTRIGLYCERIDEMIA, FAMILIAL","149998"
"565","HYPERTRIGLYCERIDEMIA, FAMILIAL","116519"
"566","MICROCEPHALY, CONGENITAL CATARACT, AND PSORIASIFORM DERMATITIS","6307"
"567","PREIMPLANTATION EMBRYONIC LETHALITY 1","79816"
"568","MYASTHENIC SYNDROME, CONGENITAL, 2A, SLOW-CHANNEL","1140"
"569","MYASTHENIC SYNDROME, CONGENITAL, 2C, ASSOCIATED WITH ACETYLCHOLINERECEPTOR DEFICIENCY","1140"
"570","DIARRHEA 8, SECRETORY SODIUM, CONGENITAL","6550"
"571","CANDIDIASIS, FAMILIAL, 9","84818"
"572","BARTH SYNDROME","6901"
"573","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 41","6506"
"574","RETINITIS PIGMENTOSA 70","9128"
"575","CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT, 1","4205"
"576","TEMTAMY PREAXIAL BRACHYDACTYLY SYNDROME","22856"
"577","MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME","51124"
"578","AORTIC ANEURYSM, FAMILIAL THORACIC 4","4629"
"579","NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIA","65125"
"580","NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIA","6335"
"581","NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIA","54463"
"582","NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIA","547"
"583","PSEUDOHYPOALDOSTERONISM, TYPE IIC","65125"
"584","NARCOLEPSY 7","4340"
"585","RIBOFLAVIN DEFICIENCY","55065"
"586","SPINOCEREBELLAR ATAXIA 29","3708"
"587","GILLESPIE SYNDROME","3708"
"588","GILLESPIE SYNDROME","5080"
"589","SPINOCEREBELLAR ATAXIA 15","3708"
"590","C3HEX, ABILITY TO SMELL","442186"
"591","NEPHROTIC SYNDROME, TYPE 15","9863"
"592","HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE","2625"
"593","BERNARD-SOULIER SYNDROME","2815"
"594","BERNARD-SOULIER SYNDROME","2812"
"595","BERNARD-SOULIER SYNDROME","2811"
"596","SINGLETON-MERTEN SYNDROME 2","23586"
"597","DEAFNESS, X-LINKED 6","1288"
"598","LEIOMYOMATOSIS, DIFFUSE, WITH ALPORT SYNDROME","1288"
"599","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2F","3315"
"600","NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIB","3315"
"601","CORPUS CALLOSUM, AGENESIS OF, WITH FACIAL ANOMALIES AND CEREBELLARATAXIA","55691"
"602","GLYCOGEN STORAGE DISEASE XV","2992"
"603","POLYGLUCOSAN BODY MYOPATHY 2","2992"
"604","BOUCHER-NEUHAUSER SYNDROME","10908"
"605","LAURENCE-MOON SYNDROME","10908"
"606","OLIVER-MCFARLANE SYNDROME","10908"
"607","SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE","10908"
"608","IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME3","83879"
"609","POSTAXIAL ACROFACIAL DYSOSTOSIS","1723"
"610","THROMBOCYTOPENIA, ANEMIA, AND MYELOFIBROSIS","80739"
"611","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIo","84317"
"612","THYROID DYSHORMONOGENESIS 1","6528"
"613","CILIARY DYSKINESIA, PRIMARY, 30","115948"
"614","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 56","7532"
"615","BRACHYDACTYLY, TYPE A1","3549"
"616","ACROCAPITOFEMORAL DYSPLASIA","3549"
"617","KLIPPEL-FEIL SYNDROME 2, AUTOSOMAL RECESSIVE","4222"
"618","BLOOD GROUP, P1PK SYSTEMP(1) PHENOTYPE, INCLUDED","8706"
"619","BLOOD GROUP, P1PK SYSTEMP(1) PHENOTYPE, INCLUDED","53947"
"620","BLOOD GROUP, GLOBOSIDE SYSTEM","8706"
"621","POLYCYSTIC LIVER DISEASE 1 WITH OR WITHOUT KIDNEY CYSTS","5589"
"622","POLYCYSTIC LIVER DISEASE 1 WITH OR WITHOUT KIDNEY CYSTS","11231"
"623","CRANIODIAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT","50964"
"624","VAN BUCHEM DISEASE","50964"
"625","SCLEROSTEOSIS 1","50964"
"626","VELOCARDIOFACIAL SYNDROME","54487"
"627","VELOCARDIOFACIAL SYNDROME","8214"
"628","VELOCARDIOFACIAL SYNDROME","9993"
"629","VELOCARDIOFACIAL SYNDROME","8220"
"630","VELOCARDIOFACIAL SYNDROME","6899"
"631","BARDET-BIEDL SYNDROME 9","27241"
"632","CENANI-LENZ SYNDACTYLY SYNDROME","4038"
"633","SCLEROSTEOSIS 2","4038"
"634","MYASTHENIC SYNDROME, CONGENITAL, 17","4038"
"635","MUSCULAR DYSTROPHY, BECKER TYPE","1756"
"636","CARDIOMYOPATHY, DILATED, 3B","1756"
"637","MUSCULAR DYSTROPHY, DUCHENNE TYPE","1756"
"638","RIDDLE SYNDROME","165918"
"639","EHLERS-DANLOS SYNDROME, CLASSIC-LIKE, 2","165"
"640","HYPERCHOLESTEROLEMIA, FAMILIAL","2690"
"641","HYPERCHOLESTEROLEMIA, FAMILIAL","3700"
"642","HYPERCHOLESTEROLEMIA, FAMILIAL","3949"
"643","HYPERCHOLESTEROLEMIA, FAMILIAL","336"
"644","HYPERCHOLESTEROLEMIA, FAMILIAL","10842"
"645","HYPERCHOLESTEROLEMIA, FAMILIAL","2053"
"646","HYPERCHOLESTEROLEMIA, FAMILIAL","19"
"647","LARON SYNDROME","2690"
"648","GROWTH HORMONE INSENSITIVITY, PARTIAL","2690"
"649","GROWTH HORMONE INSENSITIVITY, PARTIAL","2693"
"650","GROWTH HORMONE DEFICIENCY, ISOLATED PARTIAL","2690"
"651","GROWTH HORMONE DEFICIENCY, ISOLATED PARTIAL","2693"
"652","BREAST CANCER","9821"
"653","BREAST CANCER","11200"
"654","BREAST CANCER","5245"
"655","BREAST CANCER","83990"
"656","BREAST CANCER","7157"
"657","BREAST CANCER","5002"
"658","BREAST CANCER","580"
"659","BREAST CANCER","79728"
"660","BREAST CANCER","841"
"661","BREAST CANCER","4835"
"662","BREAST CANCER","2099"
"663","BREAST CANCER","675"
"664","BREAST CANCER","472"
"665","BREAST CANCER","207"
"666","BREAST CANCER","5290"
"667","BREAST CANCER","7251"
"668","BREAST CANCER","3845"
"669","BREAST CANCER","5888"
"670","BREAST CANCER","999"
"671","BREAST CANCER","7517"
"672","BREAST CANCER","3161"
"673","BREAST CANCER","8493"
"674","BREAST CANCER","672"
"675","BREAST CANCER","8438"
"676","OOCYTE MATURATION DEFECT 3","7784"
"677","THROMBOPHILIA DUE TO PROTEIN C DEFICIENCY, AUTOSOMAL DOMINANT","5624"
"678","THROMBOPHILIA DUE TO PROTEIN C DEFICIENCY, AUTOSOMAL RECESSIVE","5624"
"679","DEAFNESS, AUTOSOMAL DOMINANT 68","9455"
"680","LIDDLE SYNDROME","6340"
"681","LIDDLE SYNDROME","6338"
"682","PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE","6340"
"683","PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE","6338"
"684","PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE","6337"
"685","BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 3","6340"
"686","SPONDYLOOCULAR SYNDROME","64132"
"687","ALBINISM, OCULOCUTANEOUS, TYPE III","7306"
"688","SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 11","7306"
"689","ARTHROGRYPOSIS, DISTAL, TYPE 2B","7136"
"690","ARTHROGRYPOSIS, DISTAL, TYPE 2B","7140"
"691","ARTHROGRYPOSIS, DISTAL, TYPE 2B","7169"
"692","ARTHROGRYPOSIS, DISTAL, TYPE 2B","4621"
"693","SEVERE COMBINED IMMUNODEFICIENCY WITH MICROCEPHALY, GROWTH RETARDATION,AND SENSITIVITY TO IONIZING RADIATION","79840"
"694","OBSESSIVE-COMPULSIVE DISORDER","627"
"695","OBSESSIVE-COMPULSIVE DISORDER","3356"
"696","OBSESSIVE-COMPULSIVE DISORDER","6532"
"697","CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL","627"
"698","CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL","8929"
"699","CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL","2668"
"700","CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL","429"
"701","CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL","5979"
"702","CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL","1908"
"703","BULIMIA NERVOSA, SUSCEPTIBILITY TO","627"
"704","PEELING SKIN SYNDROME 2","9333"
"705","DEMENTIA, LEWY BODY","2629"
"706","DEMENTIA, LEWY BODY","6622"
"707","DEMENTIA, LEWY BODY","6620"
"708","PARKINSON DISEASE, LATE-ONSET","2629"
"709","PARKINSON DISEASE, LATE-ONSET","4137"
"710","PARKINSON DISEASE, LATE-ONSET","2747"
"711","PARKINSON DISEASE, LATE-ONSET","6908"
"712","PARKINSON DISEASE, LATE-ONSET","9627"
"713","PARKINSON DISEASE, LATE-ONSET","126"
"714","PARKINSON DISEASE, LATE-ONSET","6311"
"715","PARKINSON DISEASE, LATE-ONSET","4929"
"716","GAUCHER DISEASE, TYPE I","2629"
"717","GAUCHER DISEASE, TYPE II","2629"
"718","GAUCHER DISEASE, TYPE III","2629"
"719","GAUCHER DISEASE, TYPE IIIC","2629"
"720","GAUCHER DISEASE, PERINATAL LETHAL","2629"
"721","MITOCHONDRIAL DNA DEPLETION SYNDROME 7 (HEPATOCEREBRAL TYPE)","56652"
"722","SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS","56652"
"723","SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS","5428"
"724","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNADELETIONS, AUTOSOMAL DOMINANT 3","56652"
"725","PERRAULT SYNDROME 5","56652"
"726","CYCLIC NEUTROPENIA","1991"
"727","NEUTROPENIA, SEVERE CONGENITAL, 1, AUTOSOMAL DOMINANT","1991"
"728","ENOLASE, SPERM SPECIFIC","387712"
"729","HETEROTAXY, VISCERAL, 4, AUTOSOMAL","93"
"730","MICROHYDRANENCEPHALY","54820"
"731","LISSENCEPHALY 4","54820"
"732","COMPLEMENT FACTOR D DEFICIENCY","1675"
"733","SPERMATOGENIC FAILURE 7","117144"
"734","SPERMATOGENIC FAILURE 7","117155"
"735","SPERMATOGENIC FAILURE 7","161497"
"736","SPONDYLOEPIPHYSEAL DYSPLASIA WITH CONGENITAL JOINT DISLOCATIONS","9469"
"737","MULTIPLE JOINT DISLOCATIONS, SHORT STATURE, AND CRANIOFACIALDYSMORPHISM WITH OR WITHOUT CONGENITAL HEART DEFECTS","9469"
"738","MULTIPLE JOINT DISLOCATIONS, SHORT STATURE, AND CRANIOFACIALDYSMORPHISM WITH OR WITHOUT CONGENITAL HEART DEFECTS","26229"
"739","SCHIZOPHRENIA","6854"
"740","SCHIZOPHRENIA","65078"
"741","SCHIZOPHRENIA","3356"
"742","SCHIZOPHRENIA","80832"
"743","SCHIZOPHRENIA","23780"
"744","SCHIZOPHRENIA","84062"
"745","SCHIZOPHRENIA","1814"
"746","SCHIZOPHRENIA","207"
"747","SCHIZOPHRENIA","1116"
"748","SCHIZOPHRENIA","1312"
"749","SCHIZOPHRENIA","267012"
"750","SCHIZOPHRENIA","4524"
"751","SCHIZOPHRENIA","1610"
"752","SCHIZOPHRENIA","27185"
"753","MUCOLIPIDOSIS IV","57192"
"754","BARE LYMPHOCYTE SYNDROME, TYPE II","5994"
"755","BARE LYMPHOCYTE SYNDROME, TYPE II","4261"
"756","BARE LYMPHOCYTE SYNDROME, TYPE II","8625"
"757","BARE LYMPHOCYTE SYNDROME, TYPE II","5993"
"758","LYSINURIC PROTEIN INTOLERANCE","9056"
"759","EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9","785"
"760","EPISODIC ATAXIA, TYPE 5","785"
"761","BRACHYDACTYLY, TYPE A2","650"
"762","BRACHYDACTYLY, TYPE A2","658"
"763","BRACHYDACTYLY, TYPE A2","8200"
"764","HEMOCHROMATOSIS, TYPE 1","650"
"765","HEMOCHROMATOSIS, TYPE 1","3077"
"766","SHORT STATURE, FACIAL DYSMORPHISM, AND SKELETAL ANOMALIES WITH ORWITHOUT CARDIAC ANOMALIES","650"
"767","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, CYTOCHROME b-POSITIVE,TYPE III","4689"
"768","PHOSPHOSERINE PHOSPHATASE DEFICIENCY","5723"
"769","ANHAPTOGLOBINEMIA","3240"
"770","DRUG METABOLISM, POOR, CYP2D6-RELATEDDRUG METABOLISM, ULTRARAPID, CYP2D6-RELATED, INCLUDED","1565"
"771","DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 1","55505"
"772","DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 1","55651"
"773","DEAFNESS, DYSTONIA, AND CEREBRAL HYPOMYELINATION","10134"
"774","VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 3","253017"
"775","PULMONARY HYPERTENSION, PRIMARY, 2","4093"
"776","ASPLENIA, ISOLATED CONGENITAL","3921"
"777","RETINITIS PIGMENTOSA 31","10210"
"778","TRICHOHEPATOENTERIC SYNDROME 2","6499"
"779","CHOROIDEREMIA","1121"
"780","IMMUNODEFICIENCY 12","10892"
"781","MICROCEPHALY 23, PRIMARY, AUTOSOMAL RECESSIVE","23397"
"782","CATARACT 33, MULTIPLE TYPES","631"
"783","SECKEL SYNDROME 6","80254"
"784","HETEROTAXY, VISCERAL, 6, AUTOSOMAL","220136"
"785","OROFACIAL CLEFT 15","1748"
"786","RETINITIS PIGMENTOSA 68","57709"
"787","ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 10","1829"
"788","CARDIOMYOPATHY, DILATED, 1BB","1829"
"789","NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, SEIZURES, AND CORTICALATROPHY","7407"
